ID	Raff_UFBP	Apo_UFBP	median_root2tip	min_raff_root2tip	raff_brlen	raff_dist2root	min_apo_root2tip	apo_brlen	raff_apo_nomophyly
2113	48	NA	0.363566418	0.725924121	0.016756236	6	NA	NA	NA
2114	77	NA	0.373710002	0.664912151	0.019516762	6	NA	NA	NA
2119	28	NA	0.340956401	0.703120989	0.00378747	4	NA	NA	NA
2120	57	NA	0.362097845	1.114491552	0.008287471	7	NA	NA	NA
2121	46	41	0.219269452	0.414681272	0.012467248	6	0.457072018	0.026712953	N
2123	25	25	0.537699086	0.661992206	0.141056909	2	0.847799222	0.027296619	N
2124	50	50	0.338727878	0.788999473	0.037681153	7	0.82647048	0.037681153	Y
2126	64	64	1.319926998	1.647712893	0.066097862	7	1.698616689	0.066097862	Y
2127	86	48	1.023474551	0.865513564	0.374567939	2	1.172510152	0.01432311	N
2129	42	42	0.546955611	0.682295979	0.038815714	9	0.832556333	0.038815714	Y
2133	39	70	0.207035557	0.574792636	0.002062385	6	0.641366186	0.062709028	N
2135	41	NA	0.454119375	0.676738583	0.021313666	6	NA	NA	NA
2136	68	68	2.699622826	3.026959782	0.075004215	6	3.112621587	0.075004215	Y
2139	39	NA	0.247738469	0.484390523	0.011072813	9	NA	NA	NA
2140	52	NA	0.251632002	0.522793506	0.016813464	7	NA	NA	NA
2141	75	32	0.403754463	1.142756412	0.078686757	7	0.931632645	0.023015046	N
2142	20	NA	0.274285842	0.510373109	0.008322961	9	NA	NA	NA
2143	72	72	0.183296615	0.575104102	0.009825342	10	0.368299916	0.009825342	Y
2144	73	89	0.259201637	0.509634418	0.024214259	7	0.69832647	0.054373058	N
2145	65	73	0.254355122	0.605582118	0.016620228	8	1.038829569	0.053215502	N
2146	73	73	0.393658105	0.607658423	0.046329229	6	1.061842338	0.046329229	Y
2147	42	36	0.451527576	0.835494726	0.028940079	7	0.824305685	0.03904373	N
2149	21	NA	0.222644559	0.486895541	2.20E-06	8	NA	NA	NA
2150	43	NA	0.23561986	0.414247202	0.005963087	3	NA	NA	NA
2151	31	NA	0.185591853	0.581015863	0.014832056	6	NA	NA	NA
2152	50	NA	0.413000458	0.942277307	0.025100969	6	NA	NA	NA
2153	38	NA	0.256420522	0.35308249	0.002615566	3	NA	NA	NA
2154	81	NA	0.255436658	0.521674114	0.009827689	9	NA	NA	NA
2156	61	40	0.349648929	0.574258897	0.037965573	7	0.636847394	0.013129363	N
2157	46	60	0.422073503	0.644164811	0.012499294	10	0.959197036	0.018835702	N
2158	81	81	0.475233206	0.732589167	0.080715004	6	0.809415508	0.080715004	Y
2159	NA	59	0.153531938	NA	NA	NA	0.844974574	0.010577879	NA
2160	5	NA	0.207212989	0.456905961	2.05E-06	6	NA	NA	NA
2162	74	74	0.293087113	0.521399893	0.043459436	8	0.695280385	0.043459436	Y
2163	45	50	0.307710434	0.496693075	0.007494799	4	0.611437455	0.03985192	N
2165	71	NA	0.242048204	0.394859978	0.015713522	9	NA	NA	NA
2166	46	94	0.214194882	0.237555571	0.011019394	7	0.293987376	0.126510549	N
2167	60	95	0.305993721	0.47032419	0.008958065	6	0.530979773	0.043508405	N
2168	43	36	0.546485621	0.927138519	0.018036759	9	0.884278717	0.017348041	N
2169	80	27	0.400939043	0.674400449	0.051854203	4	0.740816878	0.015378317	N
2170	36	NA	0.307868425	0.896745217	0.030105963	7	NA	NA	NA
2173	28	NA	0.233398814	0.540965342	0.011991085	5	NA	NA	NA
2174	98	98	0.249307138	0.497732452	0.048059827	6	0.524754168	0.048059827	Y
2175	54	48	0.211948081	0.400950394	0.022595206	8	0.594211676	0.029030632	N
2176	65	65	0.359348962	0.789487339	0.071272119	11	0.743588723	0.071272119	Y
2177	23	NA	0.696167737	0.829449435	0.007126599	7	NA	NA	NA
2178	21	NA	0.307210172	0.602509732	0.005494182	8	NA	NA	NA
2179	55	NA	0.27701231	0.587184082	0.02505736	4	NA	NA	NA
2182	69	69	0.252133035	0.559327329	0.027308195	6	0.656381781	0.027308195	Y
2183	69	20	0.315697888	0.465315144	0.016854985	9	0.433646492	0.003530292	N
2184	91	40	0.296330436	0.381785339	0.043661333	7	10.93400016	0.413508372	N
2185	17	28	0.259950042	0.450233374	0.010059473	8	0.467862114	0.017567993	N
2187	62	64	0.219567992	0.352133375	0.015925194	11	0.447628667	0.032216748	N
2188	61	NA	0.629517495	0.733209189	0.001461428	8	NA	NA	NA
2189	75	68	0.251985799	0.481676257	0.030457715	7	0.833376583	0.042275848	N
2190	90	NA	0.369032082	0.684692803	0.058461163	10	NA	NA	NA
2191	92	92	0.318127739	0.598037305	0.04716221	9	0.754399295	0.04716221	Y
2194	25	75	0.200902936	0.535601652	2.92E-06	6	0.42207769	0.011017336	N
2196	59	64	0.430346563	0.673792823	0.021417899	9	0.91804663	0.048536296	N
2197	78	78	0.218215012	0.544707653	0.038451425	7	0.537579748	0.038451425	Y
2198	43	49	0.41085718	0.661577062	0.008726004	9	0.665154474	0.012498511	N
2199	69	NA	0.206601417	0.431950425	0.014594335	9	NA	NA	NA
2200	90	90	0.194725186	0.317779186	0.04660736	9	0.345152226	0.04660736	Y
2201	51	29	0.478331898	0.587778173	0.02856669	5	0.629058653	0.088737917	N
2202	76	NA	0.189378619	0.462931901	0.027379908	5	NA	NA	NA
2206	23	80	0.185834169	0.289081508	0.003126964	7	0.33146103	0.008186272	N
2207	77	NA	0.293620467	0.769272044	0.045796002	8	NA	NA	NA
2208	75	75	0.152467355	0.254976776	0.037025209	4	0.274902789	0.037025209	Y
2209	61	40	0.379693795	0.825832597	0.034159898	8	0.763370751	0.002015302	N
2211	51	17	0.316570556	0.597866557	0.029275044	6	0.704657028	0.00838502	N
2212	93	93	0.31716923	0.561370033	0.057468855	6	0.635610404	0.057468855	Y
2213	63	74	0.184473253	0.521699348	0.009904811	8	0.475884732	0.007854365	N
2214	36	NA	0.2292773	0.484992219	0.019095526	6	NA	NA	NA
2215	38	38	0.367951199	0.607305525	0.001831884	5	1.03250417	0.001831884	Y
2216	84	64	0.321484377	0.913592161	0.260825556	8	0.50159718	0.018985344	N
2217	74	NA	0.273298438	0.544808066	0.040243885	3	NA	NA	NA
2219	24	100	0.277796006	0.509565579	0.00969006	8	0.45768584	0.039052613	N
2220	59	59	0.268301782	0.533152341	0.056021436	9	0.492012839	0.056021436	Y
2221	85	27	0.267573173	0.44586498	0.024301208	7	0.443976083	0.026434392	N
2222	59	47	0.205374847	0.713776716	0.062733539	6	0.581230859	0.004480584	N
2223	11	65	0.252353411	0.620489732	0.000256427	9	0.555808245	0.006113011	N
2224	57	NA	0.34418862	1.019976735	0.004770021	7	NA	NA	NA
2225	42	42	0.170501764	0.504232451	0.045826153	7	0.45815158	0.045826153	N
2226	47	34	0.295685098	0.48674495	0.03986048	9	0.770124596	0.01230686	N
2227	19	49	0.221879419	0.53814458	0.003615199	5	0.401594016	0.017777974	N
2229	25	NA	0.253957157	0.520033308	0.014105518	5	NA	NA	NA
2230	42	NA	0.51614306	0.89253675	0.010704233	6	NA	NA	NA
2231	43	70	0.247866026	0.601410393	0.018840424	8	0.704905919	0.022176965	N
2232	79	NA	0.296533346	0.605521053	0.026004359	8	NA	NA	NA
2233	50	21	0.273076474	0.44556852	0.011825235	8	0.470348411	0.000994346	N
2234	37	95	0.186339766	0.356555128	0.018214188	6	0.314885106	0.026721616	N
2235	61	72	0.186931935	0.447058466	0.034744179	8	0.399201963	0.046693873	N
2236	37	18	0.529317507	0.75388235	0.01328134	7	0.776213375	0.021411308	N
2237	28	NA	0.26827319	0.480624797	2.64E-06	3	NA	NA	NA
2239	27	17	0.20032604	0.339728966	0.037908093	6	0.414769871	2.02E-06	N
2241	23	12	0.304195871	0.516112215	2.17E-06	8	0.141823852	0	N
2243	43	43	0.234671769	0.41847436	0.021017354	7	0.481711293	0.021017354	Y
2244	81	81	0.285048384	0.518308845	0.037990007	8	0.712584623	0.037990007	Y
2245	96	96	0.338565661	0.625073467	0.060063499	8	0.608955535	0.060063499	Y
2246	82	82	0.349645427	1.08710928	0.070274217	8	1.048629559	0.070274217	Y
2247	44	NA	0.476844313	0.4844245	0.044431616	3	NA	NA	NA
2248	28	NA	0.215149872	0.464875218	0.01380128	4	NA	NA	NA
2249	41	NA	0.38039872	0.460980077	0.001277761	5	NA	NA	NA
2250	81	NA	0.171843474	0.33402903	0.017049112	8	NA	NA	NA
2251	91	NA	0.201168516	0.538518745	0.026748529	10	NA	NA	NA
2252	80	NA	0.191892728	0.531465567	0.016171935	2	NA	NA	NA
2253	82	47	0.296306639	0.892254829	0.0482472	9	0.643316202	0.016691675	N
2256	95	95	0.328089714	0.59320539	0.047137393	8	0.592544202	0.047137393	Y
2257	93	76	0.352192038	0.467803305	0.01980042	3	0.507025059	0.047740786	N
2258	96	96	0.2801675	0.561117383	0.08410071	5	0.763609234	0.08410071	Y
2260	75	36	0.239384313	0.369526543	0.009120082	6	0.637246302	0.045206736	N
2264	99	99	0.209158691	0.464279587	0.052750582	8	0.392880671	0.052750582	Y
2266	33	NA	0.29633418	0.585536586	0.018784372	7	NA	NA	NA
2267	80	80	0.287119721	0.533442176	0.041662252	10	0.733339588	0.041662252	Y
2268	96	96	0.201475015	0.479454251	0.034233377	13	0.447970661	0.034233377	Y
2269	45	NA	0.422858565	1.016767886	0.012878314	9	NA	NA	NA
2270	46	42	0.31829862	0.50791198	0.004132583	5	0.523077175	0.030111204	N
2271	92	60	0.206797802	0.596259526	0.023642115	3	0.584389891	0.012509296	N
2273	20	55	0.285030072	0.760767372	0.007938462	8	0.654984934	0.048443651	N
2274	37	34	0.253407711	0.700948084	0.002957947	7	0.94505204	0.002532277	N
2275	51	64	0.206423671	0.39418285	0.02218072	9	0.376035978	0.017076457	N
2277	62	62	0.248935842	0.66158022	0.05298592	9	0.63120593	0.05298592	Y
2279	92	92	0.208090259	0.405048569	0.046296569	5	0.447853008	0.046296569	Y
2280	48	28	0.268454275	0.40862842	0.015288424	4	0.41496555	0.017755245	N
2281	56	NA	0.261098163	0.468255713	0.007750842	5	NA	NA	NA
2282	51	87	1.706203979	1.929998168	0.014164703	10	1.944824128	0.177081134	N
2283	97	NA	0.322582548	0.828429645	0.097496622	9	NA	NA	NA
2284	38	NA	0.333627118	0.702884682	0.036566185	3	NA	NA	NA
2285	24	66	0.20873409	0.635046386	0.010733627	8	0.600741074	0.039052312	N
2286	86	NA	0.167463972	0.342365855	0.013365244	9	NA	NA	NA
2287	50	28	0.239857751	0.498228438	0.022818275	6	0.506102609	0.007603702	N
2288	96	96	0.214711521	0.450490461	0.110545362	4	0.984808944	0.110545362	Y
2290	94	94	0.286530427	0.643716712	0.127907112	6	0.836924246	0.127907112	Y
2293	60	NA	0.321748492	0.554181674	0.025772661	5	NA	NA	NA
2294	67	52	0.117510772	0.287211569	0.016275033	3	0.294825803	0.004947523	N
2295	70	NA	0.355602019	0.658665188	0.05417099	7	NA	NA	NA
2296	93	93	0.260776989	0.52545345	0.035862027	5	0.587063369	0.035862027	Y
2299	78	43	0.263748117	0.464294749	0.0304595	7	0.814657754	0.008543333	N
2300	14	44	0.40391563	0.607662504	0.023831092	8	0.692127841	0.053134218	N
2301	100	NA	0.271946662	0.439365634	0.047625864	2	NA	NA	NA
2304	54	NA	0.308081302	0.513589915	0.008461146	8	NA	NA	NA
2305	70	46	0.169440001	0.395986076	0.34135621	4	8.918702322	0.018049647	Y
2307	18	NA	0.36202045	0.838004267	2.96E-06	7	NA	NA	NA
2308	52	52	0.427551883	0.585678908	0.031173805	8	0.78330269	0.031173805	Y
2309	67	67	0.408549852	0.678187498	0.033277645	8	0.83034881	0.033277645	Y
2310	39	NA	0.278331997	0.506807199	0.004917121	6	NA	NA	NA
2311	40	40	0.770110828	1.085975628	0.018253596	7	1.003080887	0.018253596	Y
2313	50	84	0.215463357	0.495688779	0.009220075	9	0.583481668	0.016934883	N
2314	36	79	0.318243326	0.665759849	0.027301149	8	0.623031793	0.05096662	N
2315	73	31	0.264389313	0.415990019	0.031806157	4	0.391161225	0.021704726	N
2318	17	NA	1.077252866	1.295054044	0.006723437	6	NA	NA	NA
2321	98	98	0.15865409	0.411911917	0.054381989	1	0.330224803	0.054381989	Y
2322	79	79	0.222658348	0.728222903	0.046650385	7	0.58005646	0.046650385	Y
2323	4	80	0.272347228	0.422833742	0.002748279	6	0.60022633	0.03095762	N
2324	40	31	0.207052347	0.359881852	0.005614576	6	0.444727076	0.004528823	N
2326	82	82	0.397192439	0.607166461	0.029332156	7	0.920053761	0.029332156	Y
2327	21	NA	0.292239503	0.531582059	0.012340757	6	NA	NA	NA
2329	12	NA	0.252894343	0.634375747	0.007078065	6	NA	NA	NA
2331	92	97	1.195079583	1.425868238	0.045655036	4	1.363227886	0.113343857	N
2333	27	NA	1.692159759	2.208634547	0.019582274	9	NA	NA	NA
2338	46	46	0.186172563	0.342830381	0.02402581	7	0.419060258	0.02402581	Y
2340	33	16	0.275145105	0.552209112	0.00313248	7	0.566269087	0.013854403	N
2342	64	64	0.218608341	0.645083304	0.014787222	5	0.54809294	0.012210923	N
2343	37	NA	0.361679123	0.657509095	0.01294611	8	NA	NA	NA
2346	46	52	0.190384459	0.370828435	0.027440708	7	0.375764051	0.018047965	N
2347	41	13	0.444996342	0.760233434	0.007357394	8	1.078672373	2.41E-06	N
2348	44	16	0.613631165	0.870009269	0.008368389	9	0.97460002	0.028912646	N
2351	48	43	0.251509165	0.537142557	0.022556088	8	0.612290553	0.000358418	N
2352	70	70	0.242426692	0.541947222	0.073480991	5	0.619686392	0.073480991	Y
2354	88	88	0.330703452	0.625311946	0.038724032	8	0.594922078	0.038724032	Y
2358	100	100	0.236830748	0.428032981	0.09689649	7	0.531479838	0.09689649	Y
2359	41	NA	0.162789564	0.467269856	2.04E-06	9	NA	NA	NA
2360	21	37	0.324806441	0.655231059	0.014501474	6	0.858258971	0.026771701	N
2361	71	54	0.192456294	0.447068171	0.018647322	8	0.349917618	2.97E-06	N
2362	52	NA	0.248561181	0.437355726	0.019269428	3	NA	NA	NA
2364	100	52	1.780783939	1.816797293	1.213175082	3	2.005920454	0.040028978	N
2368	51	14	0.264464359	0.464555502	0.043099608	7	1.294427824	0.119447016	N
2369	89	89	0.254540385	0.388920802	0.023039094	9	0.420909787	0.023039094	Y
2370	14	48	1.500687794	1.804605132	0.007287188	9	1.852906923	0.019863242	N
2372	70	NA	0.331490742	0.568967755	0.029797591	7	NA	NA	NA
2373	7	66	0.217189922	0.522917513	2.10E-06	5	0.390802132	0.026374865	N
2374	65	NA	0.235278041	0.332145159	0.018086372	4	NA	NA	NA
2375	26	NA	0.245355171	0.440989282	0.003352105	6	NA	NA	NA
2376	74	39	0.157123427	0.495914873	0.026862504	8	0.518746689	0.005107361	N
2377	58	NA	0.235988579	0.328931858	0.015369196	8	NA	NA	NA
2378	56	NA	0.288994816	0.69111515	0.035260283	7	NA	NA	NA
2379	37	NA	0.327608607	0.598686094	0.017606154	6	NA	NA	NA
2380	63	63	0.27266272	0.577270565	0.057327999	6	0.57696616	0.057327999	Y
2381	29	13	0.312039037	0.46304398	0.016056361	8	0.585425351	2.37E-06	N
2382	78	78	0.24546851	0.433103525	0.035641648	4	0.441112512	0.035641648	Y
2384	89	NA	0.240469987	0.485707723	0.04136074	6	NA	NA	NA
2385	33	NA	0.27113782	0.551948627	0.037715699	9	NA	NA	NA
2387	58	NA	0.27737645	0.507861762	0.003994947	8	NA	NA	NA
2388	99	NA	0.18209976	0.276100096	0.030061274	3	NA	NA	NA
2389	86	86	0.280088659	0.768653498	0.098962621	9	0.706437657	0.098962621	Y
2392	94	NA	0.208274293	0.503964349	0.015992981	2	NA	NA	NA
2393	39	NA	0.21948262	0.318364962	0.021696924	7	NA	NA	NA
2394	47	47	0.389650857	0.579935469	0.035575849	13	0.696506091	0.035575849	Y
2395	73	60	0.282915935	0.478142539	0.012092905	7	0.667260434	0.035952191	N
2396	65	69	0.262193155	0.44522611	0.030030041	5	0.464621574	0.027067705	N
2397	21	NA	0.230363517	0.435591617	0.006454965	9	NA	NA	NA
2398	34	86	0.347743143	0.55697868	0.00698245	6	0.745984577	0.135253943	N
2399	24	55	0.263437336	0.562892754	0.020671081	6	0.547983086	0.018521811	N
2400	43	NA	0.218598592	0.547617539	0.006285527	7	NA	NA	NA
2402	75	75	0.294980003	0.779313702	0.019070832	9	0.698227935	0.019070832	Y
2404	34	28	0.342939839	0.560155345	0.017896365	8	0.667063778	0.010467525	N
2405	67	NA	0.317209775	1.150622813	0.060861352	9	NA	NA	NA
2406	17	52	0.361058438	0.535754773	0.002767322	8	0.464265806	0.013893598	N
2407	91	81	0.273613452	0.47506554	0.12648845	8	0.602384063	0.034586827	N
2408	22	NA	0.1990646	0.471653627	0.001258052	5	NA	NA	NA
2409	66	68	0.236371833	0.368927248	0.039640403	7	10.18629004	0.077769094	N
2410	56	41	0.255035115	0.480059087	0.018310868	6	0.650108342	0.015879812	N
2413	84	84	0.247749791	0.427592793	0.028620063	9	0.695799853	0.028620063	Y
2414	93	97	0.583941074	1.008308764	0.061496106	8	0.986891257	0.111452942	N
2417	61	24	0.231692233	0.54532282	0.010532958	10	0.628917828	0.010373195	N
2418	38	28	0.381475877	0.778692769	0.009744169	8	9.999998424	0.098637807	N
2419	92	NA	0.231346565	0.355238649	0.019024454	8	NA	NA	NA
2420	90	90	0.295278752	0.555676148	0.067310452	6	0.581098039	0.067310452	Y
2421	49	49	0.353031286	0.488732938	0.042124183	4	0.559055417	0.042124183	Y
2422	52	44	0.205849557	0.440859641	0.002798143	8	0.612999001	0.013770189	N
2423	83	NA	0.31911536	0.674647187	0.041542494	7	NA	NA	NA
2425	90	90	0.115953643	0.283129275	0.039459249	6	0.349851415	0.039459249	Y
2427	70	NA	0.32081008	0.633094202	0.009192049	9	NA	NA	NA
2428	64	NA	0.232240788	0.764054715	0.033536245	9	NA	NA	NA
2430	20	40	0.273388358	0.620643603	0.002130319	7	0.65049553	0.027913473	N
2432	90	NA	0.229991462	0.345305153	0.035195099	6	NA	NA	NA
2433	47	100	0.21286268	0.670180161	0.001871756	8	0.482580092	0.036628374	N
2435	66	82	0.242346387	0.342745142	0.013602988	9	0.403386269	0.009612822	N
2436	20	19	0.32328044	0.574764704	0.029253984	7	0.66912333	0.010280443	N
2437	78	69	0.339373035	0.712242227	0.046815875	6	0.784285641	0.033969294	N
2438	37	NA	0.346227123	0.817365987	0.023929285	8	NA	NA	NA
2440	5	95	0.260195254	0.377101293	0.006009506	9	0.406004445	0.028889249	N
2441	32	NA	0.20756844	0.467515513	0.012337794	9	NA	NA	NA
2442	59	33	0.271451523	0.734988683	0.038575343	9	0.690460877	2.11E-06	N
2443	68	68	0.299771798	0.51633985	0.059490691	7	0.683497786	0.059490691	Y
2445	29	NA	0.277337621	1.21643745	0.23954253	7	NA	NA	NA
2446	70	70	0.358000251	0.729062654	0.084108339	9	0.802721922	0.084108339	Y
2447	49	74	0.304980375	0.603247213	0.014887594	6	0.701161785	0.02759378	N
2448	79	79	0.136840694	0.306542164	0.040728901	1	0.419385549	0.040728901	Y
2450	25	33	0.289918972	0.743938309	0.010335959	7	0.498586738	0.006023691	N
2453	90	90	0.379434231	0.536669406	0.040529194	4	0.624340745	0.040529194	Y
2454	74	76	0.39050068	0.626748128	0.059923598	5	0.793382307	0.021212275	N
2455	73	73	0.206948896	0.397441424	0.042736006	8	0.51021359	0.042736006	Y
2456	96	96	0.388263455	0.805971824	0.145793025	5	1.336043062	0.145793025	Y
2457	74	NA	0.35651693	0.516018758	0.03039305	8	NA	NA	NA
2458	38	27	0.224504193	0.483702199	0.015636298	7	0.491402662	0.004055626	N
2459	53	53	0.351605191	0.605015715	0.026679132	5	0.649262255	0.026679132	Y
2460	73	35	0.280359753	0.654814012	0.016251158	7	0.620159642	0.010821803	N
2461	84	84	0.264283764	0.46903218	0.025706014	7	0.536432075	0.025706014	Y
2462	77	91	0.21354571	0.319462954	0.041290642	5	0.416722491	0.046886352	N
2463	42	NA	0.265982947	0.668108675	0.006888683	8	NA	NA	NA
2464	60	40	0.250096686	0.509750343	0.008953267	8	0.467506587	0.020013607	N
2466	64	57	0.177742394	0.941700377	0.033206418	9	0.3476373	0.00777789	N
2467	53	74	0.368660659	0.493990347	0.029616115	7	0.453242231	0.033212346	N
2468	55	NA	0.200958211	0.719190129	0.014742156	9	NA	NA	NA
2470	78	NA	0.323624245	0.394232546	0.022751432	6	NA	NA	NA
2472	58	98	0.20104443	0.333879703	0.002445427	6	0.321840324	0.032346742	N
2473	100	NA	0.273865637	0.470879917	0.031842447	2	NA	NA	NA
2474	77	77	0.315472067	0.533165424	0.049475894	7	0.55980067	0.049475894	Y
2475	78	NA	0.179382328	0.304966521	0.024378155	7	NA	NA	NA
2476	85	99	0.288115763	0.525140839	0.050438806	6	0.385470267	0.037112856	N
2477	79	71	0.309972175	0.865737039	0.02455261	5	0.677229394	0.080575309	N
2478	74	74	0.305134306	0.502842298	0.043791467	5	0.56358514	0.043791467	Y
2479	44	61	0.358197458	0.569196284	0.012418556	5	0.743533398	0.027584555	N
2480	84	84	0.24060333	0.497256041	0.057625929	6	0.470035156	0.057625929	Y
2481	59	56	0.245405673	0.602844944	0.006675043	5	0.569729875	0.00996842	N
2482	51	NA	0.250973296	0.613779452	0.03222921	6	NA	NA	NA
2483	59	28	0.270486714	0.549153886	0.03546502	10	0.718453282	0.025167047	N
2485	24	28	0.236851372	0.488842911	0.014412099	3	0.609026118	0.006229702	N
2486	43	NA	0.378984793	0.691923063	0.005806369	6	NA	NA	NA
2487	25	NA	0.300627378	0.61118973	0.005535729	8	NA	NA	NA
2489	47	NA	0.190945076	0.337603324	0.01702353	4	NA	NA	NA
2490	63	81	0.381151052	0.849585132	0.017551736	8	0.752584429	0.040250687	N
2491	27	30	0.138479593	0.245376906	0.008114169	7	0.277650179	0.014357205	N
2492	63	37	0.261538776	0.447927773	0.005663565	5	0.4631483	0.005778473	N
2494	18	69	0.362383714	0.88613299	0.011663248	4	1.160588337	0.041070392	N
2496	50	60	0.459192168	0.87399321	0.022555417	6	1.097971169	0.021823965	N
2497	75	66	0.244200403	0.402434961	0.014655657	4	0.423407777	0.012706308	N
2499	78	NA	0.610709982	1.11601488	0.02279214	6	NA	NA	NA
2500	91	NA	1.162616283	1.199278258	0.447118825	2	NA	NA	NA
2501	81	NA	0.345239031	0.730662108	0.056515577	7	NA	NA	NA
2503	90	90	0.229179749	0.462116173	0.054133008	9	0.439455263	0.054133008	Y
2504	41	NA	0.178160107	0.329391759	0.006449654	11	NA	NA	NA
2506	46	NA	0.287431817	0.477820993	0.010278547	10	NA	NA	NA
2509	46	61	0.114403663	0.717574439	0.027621367	7	0.428328245	0.002569501	N
2510	91	NA	0.247575702	0.590886147	0.022530201	2	NA	NA	NA
2512	28	28	0.499068389	0.808573777	0.153557857	2	0.793783283	0.003075217	N
2513	85	72	0.32586667	0.496773885	0.045882183	3	0.607782931	0.042747671	N
2516	89	41	0.275554848	0.418616992	0.019155938	9	0.562283739	0.029132223	N
2518	78	78	0.252098154	0.55445181	0.015621835	6	0.504356943	0.015621835	Y
2519	70	NA	0.363061867	0.562892918	0.031874189	4	NA	NA	NA
2523	94	85	0.328407613	1.251605904	0.219955174	7	5.559646637	0.051594825	N
2524	75	70	0.971178499	1.069555537	0.013256018	6	1.152600497	0.024809137	N
2527	81	81	0.344817042	0.625285279	0.052943292	7	0.79185461	0.052943292	Y
2529	43	NA	0.346190409	0.584615394	0.014274684	5	NA	NA	NA
2530	88	71	0.193658333	0.448002161	0.054259511	8	0.374154489	0.0351475	N
2531	73	6	0.557313783	0.591154392	0.341078738	3	0.678528475	0.062902191	N
2532	86	51	0.346148144	0.725670749	0.088736948	8	0.674329309	0.018214757	N
2533	79	84	0.302559008	0.469594711	0.014722594	8	0.678535162	0.023393871	N
2536	11	NA	0.23506827	0.446600467	0.003179936	5	NA	NA	NA
2537	19	NA	0.435253506	0.723970608	0.028304385	5	NA	NA	NA
2540	79	59	0.425000378	0.649699773	0.087258068	11	0.828746383	0.015974012	N
2542	47	NA	0.395140428	0.691964781	0.012891337	10	NA	NA	NA
2545	52	52	0.19289544	0.51126177	0.06981419	2	0.777885655	0.06981419	Y
2546	55	40	0.443544644	0.71867422	0.009378919	7	1.112193729	0.024030355	N
2547	54	54	0.19289544	0.51126177	0.06981419	2	0.777885655	0.06981419	Y
2550	65	33	0.195050705	0.423011305	0.00816482	9	0.325180238	0.00306179	N
2551	70	NA	0.216763414	0.405019901	0.018579335	8	NA	NA	NA
2552	70	70	0.306778988	0.423426109	0.033802242	1	0.52191739	0.033802242	Y
2553	89	100	1.290495341	1.434132577	0.050887971	4	1.325298033	0.96292044	N
2554	90	90	0.36401191	0.692916859	0.050432023	9	0.850117246	0.050432023	Y
2558	24	61	0.271455656	0.696870882	2.65E-06	4	0.47394957	0.020105884	N
2563	56	59	0.316897988	0.573561735	0.043194351	9	0.592245977	0.056064479	N
2565	71	NA	0.428804475	1.171537901	0.152652155	7	NA	NA	NA
2566	44	44	0.294665981	0.570853038	0.029056016	12	0.666661338	0.009637553	N
2569	30	14	0.115076401	0.345996784	0.016757365	4	0.371002014	0.003149673	N
2570	41	NA	0.137873406	0.37303925	0.003981555	5	NA	NA	NA
2571	78	NA	0.292969968	0.518192476	0.04310357	6	NA	NA	NA
2572	95	84	0.233912502	0.456821166	0.024310488	0	0.467888964	0.020878279	N
2573	68	NA	0.251467542	0.52265658	0.009995789	6	NA	NA	NA
2574	48	NA	0.321636267	0.537327127	0.018048728	6	NA	NA	NA
2575	62	NA	0.167327149	0.413025398	0.015636366	9	NA	NA	NA
2576	62	74	0.179120376	0.405251166	0.009213606	4	0.502630337	0.009912514	N
2578	92	NA	0.315517712	0.543874115	0.030250017	4	NA	NA	NA
2579	83	65	0.301661357	0.49606413	0.052916424	3	0.640895936	0.078809529	N
2580	99	47	0.263451594	0.476847702	0.037397056	3	0.53139283	0.011482343	N
2581	29	12	0.302635032	0.62057937	0.006664277	10	0.922221136	0.053681122	N
2584	61	NA	0.257834303	0.506469858	0.019280693	10	NA	NA	NA
2585	36	NA	0.254728819	0.447313497	0.011596389	7	NA	NA	NA
2586	56	NA	0.220576004	0.403451228	0.013288267	5	NA	NA	NA
2587	58	61	0.204149844	0.439053986	0.015506204	7	0.467968439	0.030587291	N
2588	95	95	0.294024675	0.475319475	0.068018415	10	0.519034078	0.068018415	Y
2589	93	42	0.209128944	0.441756494	0.101717399	8	0.564302016	0.018911725	N
2590	79	42	0.261678848	0.477447343	0.019306139	7	0.64492223	0.015203281	N
2592	43	NA	0.261543593	0.637543603	0.021349617	8	NA	NA	NA
2595	73	37	0.22391206	0.391682561	0.027896494	9	0.452791296	0.010717654	N
2598	94	94	0.309162181	0.452139235	0.041656421	10	0.574127882	0.041656421	Y
2599	86	NA	0.217068465	0.525620311	0.02950744	8	NA	NA	NA
2601	52	52	0.228365905	0.357315049	0.022392552	5	0.491811541	0.022392552	Y
2602	47	NA	0.196547382	0.542489034	0.004569732	5	NA	NA	NA
2603	74	79	0.243890243	0.408999692	0.029377269	9	0.547530503	0.02745276	N
2604	69	NA	0.550102475	2.082003011	0.095250586	9	NA	NA	NA
2605	93	93	0.417330979	1.002988655	0.205239908	10	0.890012195	0.205239908	Y
2606	42	NA	0.346977875	0.593352095	0.004351133	12	NA	NA	NA
2607	44	NA	0.303331213	0.437669898	0.015273973	6	NA	NA	NA
2608	83	82	0.258408034	0.58921968	0.017382872	10	0.547623525	0.050941158	N
2609	23	74	0.25994199	0.595837421	0.01857101	7	0.717218067	0.054766457	N
2610	73	69	0.334985292	0.529382728	0.026400519	6	0.655691764	0.068684612	N
2611	29	58	0.260369732	0.522458308	0.004654116	7	10.35109961	0.117296954	N
